SN,Alarm ID,Severity,Category,Service Type,Service ID,Create Time,Ack User,Ack Time,Description,Memo
"	3172701","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA SR-10.121.100.1-SURAT_GNE_6/4-10.121.100.22-NIZER_3/4","	2026/05/16,15:12:37","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3237342","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA SR-10.121.68.6-Mandvi_6/1-10.121.68.11-Zankhvav_4/1","	2026/05/16,17:22:15","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3234031","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA SR-10.121.19.211-COVID HOSPITAL_1/5-10.121.19.201-KARIMABAD2_3/6","	2026/05/16,17:15:40","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3234027","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA SR-10.121.19.208-ESIC HOSPITAL_2/5-10.121.19.211-COVID HOSPITAL_2/5","	2026/05/16,17:34:46","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3208534","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA SEN-10.121.69.67-Surendranagar2_TN725B_WTR_RJ_PH1_S6P1-10.121.99.4-Lakhtar B2_S6P1","	2026/05/16,16:23:26","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2443637","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA RJ-10.121.17.38-Ramod_1_1/5-10.121.17.51-KOTADA_3/6","	2026/05/15,11:37:45","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2581780","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA PNP-10.121.25.152-Sutharnesadi A1_2/5-10.121.25.153-Madka A1_1/5","	2026/05/15,16:15:52","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3143042","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA PNP-10.121.25.145-Panchda_1/5-10.121.15.206-MORIYA_4/2","	2026/05/16,14:06:56","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3038694","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA NGP-10.121.27.29_TEMBURDA A1 2/5-10.121.27.30-_KHAMBADA_ 1/5","	2026/05/16,10:18:07","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	63454","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA MEH-10.121.98.8-SATLASANA B1_3/3-10.121.25.125-BHALUSANA A1_2/5","	2026/05/02,16:16:04","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3068549","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA MEH-10.121.98.1-Kadi Ex B2_3/1-10.121.25.115-JOTANA_S4P1","	2026/05/16,11:30:04","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	563536","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA MEH-10.121.15.142-TN725B_Patan_B2\S3P2-10.121.25.103-TN705B_Ranuj_B1\S3P3","	2026/05/12,08:33:14","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3061390","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA JND-10.121.97.212-PORBANDAR B2_6/11-10.121.24.45-JUNAGADH B2_6/11","	2026/05/16,11:11:33","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3061284","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA JND-10.121.97.207-Keshod_B2 / S5P1-10.121.97.208-Mangrol_B2 / S3P1","	2026/05/16,11:11:34","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2624142","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA JND-10.121.24.3-JOSHIPARA_TN705B_GJ_SSA JND_PH2_S4P1-10.121.24.6-GIDC_TN705B_GJ_SSA JND_PH2_S3P1","	2026/05/15,17:32:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3231441","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA JMN-10.121.68.193-JAMNAGAR GNE_3/4-10.121.68.194-KHAVDI_3/4","	2026/05/16,17:10:38","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	95795","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA HMR-10.121.97.77-PRANTIJ RSU_2/5-10.121.97.78-GADKAN EX _1/5","	2026/03/29,05:29:15","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	78068","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA HMR-10.121.97.70-Talod_3/1-10.121.97.73-Sagpur_4/1","	2026/03/31,09:55:03","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	64002","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA HMR-10.121.26.15-Antarsuba_4/1-10.121.26.14-Vijaynagar_3/1","	2026/03/25,11:13:36","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3118220","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA HMR-10.121.25.162-Mehtapura_3/1-10.121.25.164-Mahavirnagar_4/1","	2026/05/16,13:13:46","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3089284","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA HMR-10.121.25.162-Mehtapura B1_3/4-10.121.25.168-Satnagar A1_1/5","	2026/05/16,12:16:23","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	243478","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA GDH-10.121.19.14-Simaliya A1_1/5-10.121.26.90-Ghoghmba B1_3/2","	2000/01/01,05:38:18","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3237828","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.96.183-ARCHEAN_CHEMICAL_1/4-10.121.24.110-GOREWALI_2/3","	2026/05/16,17:22:56","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2863132","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.24.70-Adipur(Madhapar) B1_1/5-10.121.24.75-Meher Arcade A1_4/6","	2026/05/16,03:13:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3070523","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.89-SMRUTI VAN A1_2/5-10.121.24.95-M/S BKT BHUJ A1_1/5","	2026/05/16,11:34:16","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	1212212","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.78-Palasava_1/5-10.121.17.76-Aadesar_6/3","	2026/05/13,07:36:32","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3210417","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.76-Aadesar_4/5-10.121.15.194-Radhanpur_4/5","	2026/05/16,16:26:54","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3078852","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.72-Rapar B2_6/1-10.121.17.100-Gagodhar B1_3/1","	2026/05/16,11:55:15","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3186298","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.67-MUNDRA_WTR_RJ_4/4-10.121.17.91-JindalSaw_4/2","	2026/05/16,15:39:42","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3070520","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BUJ-10.121.17.66-BHUJ 2_B2_WTR_RJ_PH1\S3P6-10.121.17.89-SMRUTI VAN_1/5","	2026/05/16,11:34:16","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	93565","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.120-Muler_Chokdi_BTS A1_2/6-10.121.96.75-CHANCHVEL B1_3/5","	2026/04/06,18:11:34","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2575691","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.91-Kharetha_BTS_1/5-10.121.96.82-Dediapada_ BCH_3/3","	2026/05/15,16:03:00","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3186162","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.91-Kharetha_BTS-10.121.68.7-Netrang_WTR_AM_PH3","	2026/05/16,15:39:26","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	77235","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.75-CHANCHVEL_S3P2-10.121.96.112-ACCHOD_S4P2","	2026/04/18,13:13:14","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	96339","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.70-Rahiyad B2-10.121.96.71-Bhensli B1 3/1","	2026/05/06,16:26:18","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3029078","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.96.66-Vagra B1_4/2-10.121.96.97-Vorasamni A1_2/5","	2026/05/16,09:55:24","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	99734","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.24.207-OBHA_1/5-10.121.24.208-ILAV_2/5","	2026/05/03,10:46:25","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	82997","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.24.201-BRIDGE VIEW BTS A1_2/5-10.121.24.202-AMIDHARA BTS A1_1/5","	2026/04/03,23:29:59","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3137610","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.24.193-Bharuch-TE(GNE) B2_5/5-10.121.96.107-ShriManglam_1/5","	2026/05/16,15:36:04","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	1321100","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.24.193-Bharuch TE(GNE) B2_4/1-10.121.24.195-Jadeshwar B1_3/1","	2026/05/13,11:03:32","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	852860","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.16.10-Jambusar_S5P8-10.121.96.114-SCHOTT GLASS JBSR_2/3","	2026/05/12,18:16:15","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	68049","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.16.10-Jambusar_4/6-10.121.96.78-Amod_4/6","	2026/02/19,15:51:33","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3237921","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA BCH-10.121.16.2-Ankleshwar_S5P1-10.121.100.10-Pipodara_S4P1","	2026/05/16,17:22:59","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	254464","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.96.38-VIJAPADI-TE_4/2-10.121.96.27-Gadhakada-Exch_2/6","	2026/05/06,10:58:34","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	81605","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.96.21-GOPALGRAM A1_2/6-10.121.96.6-CHALALA-1 B2_2/6","	2026/04/09,15:01:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	97195","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.96.20-SARAMBHADA_2/6-10.121.96.21-GOPALGRAM_1/6","	2026/05/11,01:00:22","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	79142","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.96.2-Savarkundla_6/1-10.121.96.32-BADHADA_3/1","	2026/04/08,12:31:21","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	89201","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.96.2-Savarkundla B2_4/6-10.121.17.187-Jesar-Exch A1_2/6","	2026/05/02,14:31:11","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3200481","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.25.222-Svu Gswan  Tc  A1-10.121.69.14-Badhada B1 3/2","	2026/05/16,16:08:53","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2085867","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AMR-10.121.25.209-Sajiyavadar_2/6-10.121.25.211-Sarambhada_1/6","	2026/05/14,17:57:09","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	1348523","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AM-10.121.18.234-Shretha_1/5-10.121.18.231-Uvarsad_A1_2/5","	2026/05/13,11:56:16","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	67729","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA AM-10.121.15.163-VISALPUR EXCHG A1_2/4-10.121.18.81-CHANGODAR B1_3/7","	2026/04/27,08:54:46","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
