SN,Alarm ID,Severity,Category,Service Type,Service ID,Create Time,Ack User,Ack Time,Description,Memo
"	79047","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.69.12-Thordi_4/1-10.121.96.12-Rajula Rsu_4/1","	2026/05/09,09:11:24","	201300343","	2026/05/11,14:04:07","	Digital Link Layer Failure","	"
"	77875","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.214-Banugar B2_4/1-10.121.68.215-Jodia B1_3/1","	2026/05/07,11:34:05","	201300343","	2026/05/07,13:07:35","	Digital Link Layer Failure","	"
"	2722743","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.213-Jamnagar_B2_6/3-10.121.68.197-Bhanvad_B2_6/6","	2026/05/15,21:13:22","	201300343","	2026/05/16,08:29:28","	Digital Link Layer Failure","	"
"	2722742","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.213-Jamnagar_B2_6/2-10.121.68.197-Bhanvad_B2_6/5","	2026/05/15,21:13:22","	201300343","	2026/05/16,08:29:28","	Digital Link Layer Failure","	"
"	2544282","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.204-TN705B_NAVAGAM_S3P1-10.121.68.203-TN725B_KALVAD_S4P1","	2026/05/15,14:58:25","	201300343","	2026/05/15,17:44:23","	Digital Link Layer Failure","	"
"	2722864","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.199-TN725B_LALPUR_PH2\S3P1-10.121.68.197-TN725B_BHANVAD_PH3\S4P1","	2026/05/15,21:13:47","	201300343","	2026/05/16,08:29:21","	Digital Link Layer Failure","	"
"	3231448","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.68.194-TN705B_KHAVDI_S3P1-10.121.68.193-TN725B_JAMNAGAR_S4P1","	2026/05/16,17:10:40","	201300343","	2026/05/16,17:15:20","	Digital Link Layer Failure","	"
"	3006655","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.17.159-THASACH-10.121.17.159-TAKAJA","	2026/05/16,09:10:55","	201300343","	2026/05/16,10:13:42","	Digital Link Layer Failure","	"
"	3147279","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.17.159-TALAJA_B2_5/1-10.121.17.160-MAHUVA_B1_4/1","	2026/05/16,14:16:50","	201300343","	2026/05/16,14:41:23","	Digital Link Layer Failure","	"
"	3147414","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.17.159-TALAJA_3/2-10.121.17.160-MAHUVA_B1_4/2","	2026/05/16,14:16:55","	201300343","	2026/05/16,14:41:23","	Digital Link Layer Failure","	"
"	3203416","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR RJ-10.121.17.43-RIBDA_B1_S3P1-10.121.17.9-Bhakti_Nagar_B2_PH1_S4P1","	2026/05/16,16:14:32","	201300343","	2026/05/16,17:15:20","	Digital Link Layer Failure","	"
"	3235911","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR MBI-10.121.91.75_FOUNTAIN_TN705B_WTR_MBI_PH1_3/2-10.121.19.193_MARKET1(GNE)_TN725B_GJ_SSA SR_PH2_6/4","	2026/05/16,17:19:27","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3237307","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR AM-10.121.68.6-Mandvi_4/1-10.121.68.3-Bardoli_3/1","	2026/05/16,17:22:15","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3196193","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR AM-10.121.26.70-Dahod B2_5/1-10.121.16.193-Bhadra(GNE)3 B2_5/1","	2026/05/16,16:01:02","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3237846","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR AM-10.121.26.67-Piplod_4/6-10.121.26.73-Devgadh Baria_3/2","	2026/05/16,17:22:59","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	2926243","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR AM-10.121.26.66-SANTROD_S3P2-10.121.26.79-SANTRAMPUR_S3P4","	2026/05/16,05:55:31","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	1904759","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=WTR AM-10.121.16.13-TN705B POR_B1_S3P1-10.121.16.14-TN705B Miagoam_B1 S4P1","	2026/05/14,11:51:54","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3148089","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VDR-10.121.19.171-UIA SAYAJIGUNG-10.121.19.141-BHAYALI","	2026/05/16,14:18:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3148074","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VDR-10.121.19.141-Bhayali B1_4/1-10.121.19.139-Atladra B1_3/1","	2026/05/16,14:18:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	1919366","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VDR-10.121.19.140-VASANA_6/1-10.121.19.139-ATLADRA_5/1","	2026/05/14,12:22:17","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3085048","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VDR-10.121.16.41-SAMIYALA A1_2/5-10.121.16.27-CITY B2_5/6","	2026/05/16,12:09:01","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3224439","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.99.75-DHARAMPUR_3/3-10.121.68.79-NEW FALDHARA_A1_2/6","	2026/05/16,16:56:04","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3136254","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.99.72-TempleNew_2/6-10.121.16.99-Daman_3/4","	2026/05/16,13:51:13","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	646914","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.68.86-SAMGAHAN-10.121.68.83-AHWA","	2026/05/12,11:28:49","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	78844","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.68.83-AHWA B2_3/4-10.121.68.86-SAMGAHAN B2_4/4","	2026/05/11,08:58:28","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	66919","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.68.78-GEB BALITHA_1/6-10.121.68.66-Vapi_5/3","	2026/05/05,22:02:35","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	3195702","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.68.65-VALSAD OLD GNE B2_3/1-10.121.16.81-SUTHARPADA B1_4/1","	2026/05/16,16:00:04","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
"	92565","	Signal_DL_Failure","	Critical","	QoS","	DL","	\\\DL=SSA VAL-10.121.68.65-VALSAD GNE B2_6/3-10.121.24.151-DESAI CONSTRUCTION A1_2/6","	2026/03/31,16:40:54","	","	----/--/--,--:--:--","	Digital Link Layer Failure","	"
